PARCEL,ABSTRPRD,BOOK,PAGE,RECNUM,SPRICE,DEDUCT,NETPRICE,SYEAR,SMONTH,SDAY,QUALIFIED,VERIFIED,STATUS,DISQLCD,TASP,PROPFLAG,TAXAREA,SCHDIST,CURRLND,CDISLND,IMCURRP,CURRTOT,SalesRatio,USETYPE
R0006219,100.0,,,741211,32000,0,32000,2021,7,22,U,Y,V,57.0,32000.0,Vacant Land,14,RE-1 SCHOOL DIST,52645,52645,0,52645,1.64515625,VACANT LAND
R0010291,100.0,,,741332,10000,0,10000,2021,7,30,U,Y,V,989.0,10000.0,Vacant Land,22,RE-2 SCHOOL DIST,18545,18545,0,18545,1.8545,VACANT LAND
R0005640,100.0,,,704147,5800,0,5800,2018,1,25,U,Y,V,64.0,5800.0,Vacant Land,14,RE-1 SCHOOL DIST,19131,19131,0,19131,3.298448275862069,VACANT LAND
R0013737,100.0,,,699234,20000,0,20000,2017,7,17,U,Y,V,73.0,23600.0,Vacant Land,30,RE-2 SCHOOL DIST,42317,42317,492998,535315,22.682838983050846,VACANT LAND
R0055191,100.0,,,740387,142500,0,142500,2021,6,25,Q,Y,V,975.0,228000.0,Vacant Land,64,RE-2 SCHOOL DIST,216820,216820,0,216820,0.9509649122807018,VACANT LAND
R0006596,100.0,,,723398,3225,0,3225,2020,2,18,U,Y,V,985.0,3225.0,Vacant Land,13,RE-1 SCHOOL DIST,20991,20991,0,20991,6.5088372093023255,VACANT LAND
R0004950,100.0,,,724029,4300,0,4300,2020,3,13,U,Y,V,989.0,4300.0,Vacant Land,14,RE-1 SCHOOL DIST,19131,19131,0,19131,4.449069767441861,VACANT LAND
R0006751,100.0,,,724094,75000,0,75000,2020,3,16,U,Y,V,64.0,75000.0,Vacant Land,13,RE-1 SCHOOL DIST,71326,71326,0,71326,0.9510133333333334,VACANT LAND
R0006756,100.0,,,724094,75000,0,75000,2020,3,16,U,Y,V,64.0,75000.0,Vacant Land,13,RE-1 SCHOOL DIST,54221,54221,0,54221,0.7229466666666666,VACANT LAND
R0008346,100.0,,,724105,9200,0,9200,2020,3,17,U,Y,V,64.0,9200.0,Vacant Land,13,RE-1 SCHOOL DIST,9428,9428,0,9428,1.0247826086956522,VACANT LAND
R0008347,100.0,,,724105,9200,0,9200,2020,3,17,U,Y,V,64.0,9200.0,Vacant Land,13,RE-1 SCHOOL DIST,9428,9428,0,9428,1.0247826086956522,VACANT LAND
R0008348,100.0,,,724105,9200,0,9200,2020,3,17,U,Y,V,64.0,9200.0,Vacant Land,13,RE-1 SCHOOL DIST,9428,9428,0,9428,1.0247826086956522,VACANT LAND
R0008349,100.0,,,724105,9200,0,9200,2020,3,17,U,Y,V,64.0,9200.0,Vacant Land,13,RE-1 SCHOOL DIST,18554,18554,0,18554,2.016739130434783,VACANT LAND
R0002049,100.0,,,724641,17000,0,17000,2020,4,6,Q,Y,V,,28390.0,Vacant Land,10,RE-1 SCHOOL DIST,33192,33192,0,33192,1.1691440648115534,VACANT LAND
R0002106,100.0,,,724829,8000,0,8000,2020,4,8,U,Y,V,985.0,8000.0,Vacant Land,10,RE-1 SCHOOL DIST,37947,37947,0,37947,4.743375,VACANT LAND
R0054424,100.0,,,738635,99500,0,99500,2021,5,24,Q,Y,V,,166165.0,Vacant Land,62,RE-2 SCHOOL DIST,150656,150656,0,150656,0.9066650618361267,VACANT LAND
R0048774,100.0,,,739094,195000,0,195000,2021,6,3,U,Y,V,64.0,195000.0,Vacant Land,37,RE-2 SCHOOL DIST,76298,76298,4283,80581,0.41323589743589745,VACANT LAND
R0048775,100.0,,,739094,195000,0,195000,2021,6,3,U,Y,V,64.0,195000.0,Vacant Land,37,RE-2 SCHOOL DIST,56086,56086,0,56086,0.2876205128205128,VACANT LAND
R0019194,100.0,,,731209,90000,0,90000,2020,10,5,Q,Y,V,,138600.0,Vacant Land,39,RE-2 SCHOOL DIST,178116,178116,0,178116,1.285108225108225,VACANT LAND
R0008978,100.0,,,737374,29900,0,29900,2021,4,20,U,Y,V,64.0,29900.0,Vacant Land,13,RE-1 SCHOOL DIST,16964,16964,0,16964,0.5673578595317725,VACANT LAND
R0008979,100.0,,,737374,29900,0,29900,2021,4,20,U,Y,V,64.0,29900.0,Vacant Land,13,RE-1 SCHOOL DIST,18251,18251,0,18251,0.6104013377926422,VACANT LAND
R0001887,100.0,,,737605,13500,0,13500,2021,4,25,Q,Y,V,989.0,20385.0,Vacant Land,10,RE-1 SCHOOL DIST,19933,19933,0,19933,0.9778268334559725,VACANT LAND
R0008349,100.0,,,737870,3750,0,3750,2021,4,26,U,Y,V,983.0,3750.0,Vacant Land,13,RE-1 SCHOOL DIST,18554,18554,0,18554,4.947733333333334,VACANT LAND
R0009944,100.0,,,738141,21997,0,21997,2021,5,12,U,Y,V,989.0,21997.0,Vacant Land,22,RE-2 SCHOOL DIST,12425,12425,0,12425,0.5648497522389416,VACANT LAND
R0021020,100.0,,,739807,2000,0,2000,2021,6,22,U,Y,V,74.0,2000.0,Vacant Land,50,RE-1 SCHOOL DIST,1471,1471,0,1471,0.7355,VACANT LAND
R0009900,100.0,,,726847,22500,0,22500,2020,7,1,U,Y,V,64.0,22500.0,Vacant Land,22,RE-2 SCHOOL DIST,14051,14051,0,14051,0.6244888888888889,VACANT LAND
R0009901,100.0,,,726847,22500,0,22500,2020,7,1,U,Y,V,64.0,22500.0,Vacant Land,22,RE-2 SCHOOL DIST,13627,13627,0,13627,0.6056444444444444,VACANT LAND
R0012268,100.0,,,727212,45000,0,45000,2020,7,10,U,Y,V,81.0,45000.0,Vacant Land,37,RE-2 SCHOOL DIST,109910,109910,0,109910,2.4424444444444444,VACANT LAND
R0009648,100.0,,,727214,5900,0,5900,2020,7,7,U,Y,V,985.0,5900.0,Vacant Land,13,RE-1 SCHOOL DIST,24970,24970,0,24970,4.2322033898305085,VACANT LAND
R0001913,100.0,,,725688,5000,0,5000,2020,5,22,U,Y,V,101.0,5000.0,Vacant Land,10,RE-1 SCHOOL DIST,25781,25781,0,25781,5.1562,VACANT LAND
R0011175,100.0,,,725760,4000,0,4000,2020,5,27,U,Y,V,64.0,4000.0,Vacant Land,29,RE-2 SCHOOL DIST,9752,9752,0,9752,2.438,VACANT LAND
R0011176,100.0,,,725760,4000,0,4000,2020,5,27,U,Y,V,64.0,4000.0,Vacant Land,29,RE-2 SCHOOL DIST,8632,8632,0,8632,2.158,VACANT LAND
R0008762,100.0,,,725881,3530,0,3530,2020,5,25,U,Y,V,985.0,3530.0,Vacant Land,13,RE-1 SCHOOL DIST,19475,19475,0,19475,5.51699716713881,VACANT LAND
R0005512,100.0,,,726024,7000,0,7000,2020,6,5,U,Y,V,64.0,7000.0,Vacant Land,14,RE-1 SCHOOL DIST,20249,20249,0,20249,2.892714285714286,VACANT LAND
R0005513,100.0,,,726024,7000,0,7000,2020,6,5,U,Y,V,64.0,7000.0,Vacant Land,14,RE-1 SCHOOL DIST,21612,21612,0,21612,3.0874285714285716,VACANT LAND
R0008331,100.0,,,736551,2511,0,2511,2021,3,24,U,Y,V,985.0,2511.0,Vacant Land,13,RE-1 SCHOOL DIST,19567,19567,0,19567,7.7925129430505775,VACANT LAND
R0007704,100.0,,,706550,45000,0,45000,2018,5,2,Q,Y,V,,85950.0,Vacant Land,13,RE-1 SCHOOL DIST,92829,92829,0,92829,1.0800349040139616,VACANT LAND
R0020016,100.0,,,706580,12000,0,12000,2018,5,3,U,Y,V,58.0,10920.0,Vacant Land,40,RE-1 SCHOOL DIST,39881,39881,0,39881,3.652106227106227,VACANT LAND
R0012709,100.0,,,733642,65000,0,65000,2021,1,2,Q,Y,V,74.0,95550.0,Vacant Land,37,RE-2 SCHOOL DIST,86068,86068,0,86068,0.900763997906855,VACANT LAND
R0016417,100.0,,,734057,16000,0,16000,2021,1,26,U,Y,V,17.0,16000.0,Vacant Land,37,RE-2 SCHOOL DIST,33107,33107,0,33107,2.0691875,VACANT LAND
R0013907,100.0,,,734664,4000,0,4000,2021,2,1,U,Y,V,57.0,4000.0,Vacant Land,30,RE-2 SCHOOL DIST,57212,57212,626675,683887,170.97175,VACANT LAND
R0057250,100.0,,,734710,98000,0,98000,2021,2,4,U,Y,V,66.0,98000.0,Vacant Land,10,RE-1 SCHOOL DIST,81795,81795,0,81795,0.8346428571428571,VACANT LAND
R0012716,100.0,,,735744,180000,0,180000,2021,3,4,U,Y,I,988.0,180000.0,Vacant Land,37,RE-2 SCHOOL DIST,99864,99864,16849,116713,0.6484055555555556,VACANT LAND
R0005542,100.0,,,701055,17000,0,17000,2017,9,18,Q,Y,V,,42670.0,Vacant Land,14,RE-1 SCHOOL DIST,35115,35115,0,35115,0.822943520037497,VACANT LAND
R0009358,100.0,,,740996,6000,0,6000,2021,7,23,U,Y,V,975.0,6000.0,Vacant Land,13,RE-1 SCHOOL DIST,23389,23389,0,23389,3.8981666666666666,VACANT LAND
R0009548,100.0,,,741010,10000,0,10000,2021,7,16,Q,Y,V,74.0,13800.0,Vacant Land,13,RE-1 SCHOOL DIST,23235,23235,0,23235,1.683695652173913,VACANT LAND
R0006216,100.0,,,741934,430000,0,430000,2021,8,10,U,Y,I,64.0,430000.0,Vacant Land,14,RE-1 SCHOOL DIST,52645,52645,0,52645,0.12243023255813953,VACANT LAND
R0005302,100.0,,,703766,15000,0,15000,2018,1,10,U,Y,V,17.0,15000.0,Vacant Land,14,RE-1 SCHOOL DIST,22601,22601,0,22601,1.5067333333333333,VACANT LAND
R0024468,100.0,,,744742,110000,0,110000,2021,10,2,U,Y,I,983.0,110000.0,Vacant Land,80,RE-2 SCHOOL DIST,15288,15288,10449,25737,0.23397272727272728,VACANT LAND
R0056238,100.0,,,744742,110000,0,110000,2021,10,2,U,Y,I,983.0,110000.0,Vacant Land,80,RE-2 SCHOOL DIST,29161,29161,0,29161,0.2651,VACANT LAND
R0004631,100.0,,,740211,260000,0,260000,2021,6,30,U,Y,I,64.0,260000.0,Vacant Land,14,RE-1 SCHOOL DIST,21253,21253,0,21253,0.0817423076923077,VACANT LAND
R0011457,100.0,,,740471,3000,0,3000,2021,7,6,U,Y,V,989.0,3000.0,Vacant Land,29,RE-2 SCHOOL DIST,9752,9752,0,9752,3.2506666666666666,VACANT LAND
R0012299,100.0,,,724729,50000,0,50000,2020,4,9,U,Y,V,17.0,50000.0,Vacant Land,37,RE-2 SCHOOL DIST,117597,117597,0,117597,2.35194,VACANT LAND
R0057137,100.0,,,737303,19000,0,19000,2021,4,16,U,Y,V,985.0,19000.0,Vacant Land,13,RE-1 SCHOOL DIST,30444,30444,0,30444,1.6023157894736841,VACANT LAND
R0016314,100.0,,,737475,22000,0,22000,2021,4,22,U,Y,V,987.0,22000.0,Vacant Land,37,RE-2 SCHOOL DIST,20525,20525,0,20525,0.9329545454545455,VACANT LAND
R0016315,100.0,,,737475,22000,0,22000,2021,4,22,U,Y,V,987.0,22000.0,Vacant Land,37,RE-2 SCHOOL DIST,19694,19694,0,19694,0.8951818181818182,VACANT LAND
R0006716,100.0,,,732129,100000,0,100000,2020,11,16,U,Y,V,101.0,100000.0,Vacant Land,13,RE-1 SCHOOL DIST,76570,76570,0,76570,0.7657,VACANT LAND
R0005439,100.0,,,732402,15000,0,15000,2020,11,27,U,Y,V,64.0,15000.0,Vacant Land,14,RE-1 SCHOOL DIST,26116,26116,0,26116,1.7410666666666668,VACANT LAND
R0005440,100.0,,,732402,15000,0,15000,2020,11,27,U,Y,V,64.0,15000.0,Vacant Land,14,RE-1 SCHOOL DIST,31042,31042,0,31042,2.0694666666666666,VACANT LAND
R0020066,100.0,,,733069,11000,0,11000,2020,12,17,Q,Y,V,,17930.0,Vacant Land,40,RE-1 SCHOOL DIST,21254,21254,0,21254,1.185387618516453,VACANT LAND
R0009262,100.0,,,739886,35000,0,35000,2021,6,25,Q,Y,V,,50050.0,Vacant Land,13,RE-1 SCHOOL DIST,49901,49901,0,49901,0.997022977022977,VACANT LAND
R0005302,100.0,,,726816,30000,0,30000,2020,6,29,U,Y,V,975.0,30000.0,Vacant Land,14,RE-1 SCHOOL DIST,22601,22601,0,22601,0.7533666666666666,VACANT LAND
R0012456,100.0,,,726975,15000,0,15000,2020,7,6,Q,Y,V,,24000.0,Vacant Land,37,RE-2 SCHOOL DIST,42916,42916,0,42916,1.7881666666666667,VACANT LAND
R0057095,100.0,,,727451,180000,0,180000,2020,7,17,U,Y,V,73.0,180000.0,Vacant Land,30,RE-2 SCHOOL DIST,174888,174888,88490,263378,1.463211111111111,VACANT LAND
R0008527,100.0,,,727604,13000,0,13000,2020,7,21,Q,Y,V,,24960.0,Vacant Land,13,RE-1 SCHOOL DIST,39116,39116,0,39116,1.567147435897436,VACANT LAND
R0005532,100.0,,,725579,2800,0,2800,2020,4,3,U,Y,V,74.0,2800.0,Vacant Land,14,RE-1 SCHOOL DIST,16758,16758,0,16758,5.985,VACANT LAND
R0011243,100.0,,,725733,75000,0,75000,2020,5,20,U,Y,V,66.0,75000.0,Vacant Land,29,RE-2 SCHOOL DIST,29830,29830,0,29830,0.3977333333333333,VACANT LAND
R0009996,100.0,,,726600,395500,0,395500,2020,6,19,U,Y,I,64.0,395500.0,Vacant Land,22,RE-2 SCHOOL DIST,8386,8386,0,8386,0.02120353982300885,VACANT LAND
R0008269,100.0,,,737194,18000,0,18000,2021,4,14,U,Y,V,74.0,18000.0,Vacant Land,13,RE-1 SCHOOL DIST,43353,43353,0,43353,2.4085,VACANT LAND
R0017421,100.0,,,706210,36500,0,36500,2018,4,19,Q,Y,V,103.0,70080.0,Vacant Land,31,RE-2 SCHOOL DIST,49971,49971,0,49971,0.7130565068493151,VACANT LAND
R0007484,100.0,,,706233,63000,0,63000,2018,4,18,Q,Y,V,975.0,120960.0,Vacant Land,13,RE-1 SCHOOL DIST,101210,101210,0,101210,0.8367228835978836,VACANT LAND
R0008394,100.0,,,742084,5000,0,5000,2021,6,2,U,Y,V,985.0,5000.0,Vacant Land,13,RE-1 SCHOOL DIST,23543,23543,0,23543,4.7086,VACANT LAND
R0005469,100.0,,,742221,395000,0,395000,2021,8,27,U,Y,I,64.0,395000.0,Vacant Land,14,RE-1 SCHOOL DIST,21880,21880,0,21880,0.05539240506329114,VACANT LAND
R0005493,100.0,,,742221,395000,0,395000,2021,8,27,U,Y,I,64.0,395000.0,Vacant Land,14,RE-1 SCHOOL DIST,25474,25474,0,25474,0.06449113924050633,VACANT LAND
R0006104,100.0,,,742803,35000,0,35000,2021,9,2,Q,Y,V,975.0,49700.0,Vacant Land,14,RE-1 SCHOOL DIST,53018,53018,0,53018,1.0667605633802817,VACANT LAND
R0015944,100.0,,,735299,302500,0,302500,2021,2,22,U,Y,I,64.0,302500.0,Vacant Land,85,RE-2 SCHOOL DIST,26623,26623,0,26623,0.0880099173553719,VACANT LAND
R0020583,100.0,,,735999,3000,0,3000,2021,2,17,U,Y,V,989.0,3000.0,Vacant Land,40,RE-1 SCHOOL DIST,11356,11356,0,11356,3.7853333333333334,VACANT LAND
R0046229,100.0,,,736065,53000,0,53000,2021,3,15,U,Y,V,66.0,53000.0,Vacant Land,19,RE-2 SCHOOL DIST,79769,79769,0,79769,1.5050754716981132,VACANT LAND
R0013224,100.0,,,733637,45000,0,45000,2020,12,30,U,Y,V,17.0,45000.0,Vacant Land,37,RE-2 SCHOOL DIST,76163,76163,0,76163,1.692511111111111,VACANT LAND
R0009816,100.0,,,733768,15250,0,15250,2021,1,8,U,Y,V,17.0,15250.0,Vacant Land,13,RE-1 SCHOOL DIST,17882,17882,0,17882,1.1725901639344263,VACANT LAND
R0015632,100.0,,,733864,15000,0,15000,2020,1,12,Q,Y,V,975.0,26100.0,Vacant Land,30,RE-2 SCHOOL DIST,31979,31979,0,31979,1.225249042145594,VACANT LAND
R0018397,100.0,,,733958,165000,0,165000,2021,1,8,Q,Y,V,918.0,321750.0,Vacant Land,39,RE-2 SCHOOL DIST,370150,370150,0,370150,1.1504273504273503,VACANT LAND
R0009763,100.0,,,734054,22000,0,22000,2021,1,4,Q,Y,V,74.0,36300.0,Vacant Land,13,RE-1 SCHOOL DIST,31046,31046,0,31046,0.8552617079889807,VACANT LAND
R0013225,100.0,,,734437,49400,0,49400,2021,1,19,Q,Y,V,,72618.0,Vacant Land,37,RE-2 SCHOOL DIST,83027,83027,0,83027,1.1433391170233276,VACANT LAND
R0011463,100.0,,,721942,215000,0,215000,2019,12,19,U,Y,I,64.0,215000.0,Vacant Land,29,RE-2 SCHOOL DIST,20763,20763,0,20763,0.09657209302325581,VACANT LAND
R0009124,100.0,,,722005,1700,0,1700,2019,11,21,U,Y,V,983.0,1700.0,Vacant Land,13,RE-1 SCHOOL DIST,15511,15511,0,15511,9.124117647058824,VACANT LAND
R0009385,100.0,,,722341,14400,0,14400,2019,12,27,Q,Y,V,989.0,31968.0,Vacant Land,13,RE-1 SCHOOL DIST,33601,33601,0,33601,1.0510823323323324,VACANT LAND
R0051840,100.0,,,701883,85000,0,85000,2017,10,24,U,Y,V,73.0,85000.0,Vacant Land,62,RE-2 SCHOOL DIST,119680,119680,700003,819683,9.643329411764705,VACANT LAND
R0002088,100.0,,,740934,20000,0,20000,2021,7,20,U,Y,V,57.0,20000.0,Vacant Land,10,RE-1 SCHOOL DIST,33068,33068,0,33068,1.6534,VACANT LAND
R0055758,100.0,,,703712,8500,0,8500,2018,1,5,U,Y,V,64.0,8500.0,Vacant Land,13,RE-1 SCHOOL DIST,19836,19836,0,19836,2.3336470588235296,VACANT LAND
R0055759,100.0,,,703712,8500,0,8500,2018,1,5,U,Y,V,64.0,8500.0,Vacant Land,13,RE-1 SCHOOL DIST,640,640,0,640,0.07529411764705882,VACANT LAND
R0020481,100.0,,,703939,2000,0,2000,2017,12,28,U,Y,V,985.0,2000.0,Vacant Land,40,RE-1 SCHOOL DIST,17032,17032,0,17032,8.516,VACANT LAND
R0009622,100.0,,,704123,12175,0,12175,2018,1,22,Q,Y,V,,27028.5,Vacant Land,13,RE-1 SCHOOL DIST,26356,26356,0,26356,0.9751188560223468,VACANT LAND
R0015264,100.0,,,744379,25840,0,25840,2021,10,29,U,Y,V,17.0,25840.0,Vacant Land,30,RE-2 SCHOOL DIST,12051,12051,0,12051,0.4663699690402477,VACANT LAND
R0008349,100.0,,,738582,3750,0,3750,2021,5,24,U,Y,V,975.0,3750.0,Vacant Land,13,RE-1 SCHOOL DIST,18554,18554,0,18554,4.947733333333334,VACANT LAND
R0048258,100.0,,,738944,50000,0,50000,2021,6,1,U,Y,V,64.0,50000.0,Vacant Land,37,RE-2 SCHOOL DIST,20525,20525,484267,504792,10.09584,VACANT LAND
R0048259,100.0,,,738944,50000,0,50000,2021,6,1,U,Y,V,64.0,50000.0,Vacant Land,37,RE-2 SCHOOL DIST,18746,18746,0,18746,0.37492,VACANT LAND
R0012953,100.0,,,699478,32000,0,32000,2017,7,24,Q,Y,V,,64000.0,Vacant Land,37,RE-2 SCHOOL DIST,56185,56185,0,56185,0.877890625,VACANT LAND
R0006168,100.0,,,740268,110000,0,110000,2021,7,2,U,Y,V,101.0,110000.0,Vacant Land,14,RE-1 SCHOOL DIST,40871,40871,372333,413204,3.7564,VACANT LAND
R0006455,100.0,,,723503,7500,0,7500,2020,2,21,Q,Y,V,975.0,12900.0,Vacant Land,12,RE-1 SCHOOL DIST,16888,16888,0,16888,1.3091472868217053,VACANT LAND
R0005418,100.0,,,723504,6674,0,6674,2020,2,18,Q,Y,V,103.0,16351.3,Vacant Land,14,RE-1 SCHOOL DIST,20572,20572,0,20572,1.2581262651899239,VACANT LAND
R0024657,100.0,,,724081,25000,0,25000,2020,3,16,U,Y,V,64.0,25000.0,Vacant Land,80,RE-2 SCHOOL DIST,20205,20205,0,20205,0.8082,VACANT LAND
R0024658,100.0,,,724081,25000,0,25000,2020,3,16,U,Y,V,64.0,25000.0,Vacant Land,80,RE-2 SCHOOL DIST,15260,15260,0,15260,0.6104,VACANT LAND
R0001882,100.0,,,730514,1590,0,1590,2020,10,8,U,Y,V,985.0,1590.0,Vacant Land,10,RE-1 SCHOOL DIST,14755,14755,0,14755,9.279874213836479,VACANT LAND
R0006541,100.0,,,730517,2350,0,2350,2020,10,3,U,Y,V,17.0,2350.0,Vacant Land,13,RE-1 SCHOOL DIST,11475,11475,0,11475,4.882978723404255,VACANT LAND
R0014871,100.0,,,730623,15000,0,15000,2020,10,9,Q,Y,V,975.0,23100.0,Vacant Land,30,RE-2 SCHOOL DIST,18931,18931,0,18931,0.8195238095238095,VACANT LAND
R0004990,100.0,,,731118,12000,0,12000,2020,10,20,Q,Y,V,,24960.0,Vacant Land,14,RE-1 SCHOOL DIST,22677,22677,0,22677,0.9085336538461538,VACANT LAND
R0012479,100.0,,,731288,5300,0,5300,2020,10,14,U,Y,V,17.0,5300.0,Vacant Land,37,RE-2 SCHOOL DIST,22460,22460,0,22460,4.2377358490566035,VACANT LAND
R0027317,100.0,,,737305,80000,0,80000,2021,4,15,U,Y,V,985.0,80000.0,Vacant Land,60,RE-2 SCHOOL DIST,137634,137634,0,137634,1.720425,VACANT LAND
R0002036,100.0,,,738309,94500,0,94500,2021,5,14,U,Y,I,661.0,94500.0,Vacant Land,10,RE-1 SCHOOL DIST,44833,44833,18077,62910,0.6657142857142857,VACANT LAND
R0006024,100.0,,,738338,46000,0,46000,2021,5,17,Q,Y,V,918.0,61640.0,Vacant Land,14,RE-1 SCHOOL DIST,49943,49943,0,49943,0.8102368591823491,VACANT LAND
R0057011,100.0,,,732214,459900,0,459900,2020,11,24,U,Y,I,64.0,459900.0,Vacant Land,60,RE-2 SCHOOL DIST,53274,53274,0,53274,0.1158382257012394,VACANT LAND
R0004889,100.0,,,732274,2100,0,2100,2020,11,15,U,Y,V,69.0,2100.0,Vacant Land,14,RE-1 SCHOOL DIST,21612,21612,0,21612,10.291428571428572,VACANT LAND
R0005195,100.0,,,732825,3999,0,3999,2020,12,11,U,Y,V,69.0,3999.0,Vacant Land,14,RE-1 SCHOOL DIST,11593,11593,0,11593,2.8989747436859217,VACANT LAND
R0010264,100.0,,,732867,8900,0,8900,2020,12,11,Q,Y,V,81.0,13261.0,Vacant Land,22,RE-2 SCHOOL DIST,14006,14006,0,14006,1.0561797752808988,VACANT LAND
R0007592,100.0,,,739758,25000,0,25000,2021,6,21,U,Y,V,975.0,25000.0,Vacant Land,13,RE-1 SCHOOL DIST,35849,35849,0,35849,1.43396,VACANT LAND
R0015316,100.0,,,727191,284900,0,284900,2020,7,10,U,Y,I,64.0,284900.0,Vacant Land,30,RE-2 SCHOOL DIST,14347,14347,0,14347,0.05035802035802036,VACANT LAND
R0024376,100.0,,,725194,22000,0,22000,2020,5,5,U,Y,V,64.0,22000.0,Vacant Land,80,RE-2 SCHOOL DIST,21956,21956,0,21956,0.998,VACANT LAND
R0024377,100.0,,,725194,22000,0,22000,2020,5,5,U,Y,V,64.0,22000.0,Vacant Land,80,RE-2 SCHOOL DIST,22551,22551,0,22551,1.0250454545454546,VACANT LAND
R0024378,100.0,,,725194,22000,0,22000,2020,5,5,U,Y,V,64.0,22000.0,Vacant Land,80,RE-2 SCHOOL DIST,27505,27505,0,27505,1.2502272727272727,VACANT LAND
R0015191,100.0,,,726605,17900,0,17900,2020,6,19,Q,Y,V,,28998.0,Vacant Land,30,RE-2 SCHOOL DIST,27130,27130,0,27130,0.9355817642596042,VACANT LAND
R0010096,100.0,,,734981,2027,0,2027,2021,2,5,U,Y,V,17.0,2027.0,Vacant Land,22,RE-2 SCHOOL DIST,12147,12147,0,12147,5.992599901332018,VACANT LAND
R0013269,100.0,,,735846,50300,0,50300,2021,3,8,U,Y,V,81.0,50300.0,Vacant Land,37,RE-2 SCHOOL DIST,72500,72500,0,72500,1.4413518886679921,VACANT LAND
R0005309,100.0,,,735852,14900,0,14900,2021,3,8,U,Y,V,989.0,26820.0,Vacant Land,14,RE-1 SCHOOL DIST,19275,19275,162888,182163,6.792058165548099,VACANT LAND
R0013769,100.0,,,735866,65000,0,65000,2021,3,9,Q,Y,V,,91650.0,Vacant Land,30,RE-2 SCHOOL DIST,86317,86317,0,86317,0.9418112384069831,VACANT LAND
R0056001,100.0,,,736030,75000,0,75000,2021,3,4,Q,Y,V,987.0,135000.0,Vacant Land,60,RE-2 SCHOOL DIST,118992,118992,0,118992,0.8814222222222222,VACANT LAND
R0005727,100.0,,,734434,9995,0,9995,2021,1,22,Q,Y,V,,19490.25,Vacant Land,14,RE-1 SCHOOL DIST,21557,21557,0,21557,1.106040199586973,VACANT LAND
R0010850,100.0,,,705888,405000,0,405000,2018,4,2,U,Y,I,64.0,405000.0,Vacant Land,29,RE-2 SCHOOL DIST,104038,104038,0,104038,0.256883950617284,VACANT LAND
R0012949,100.0,,,706317,30500,0,30500,2018,4,24,Q,Y,V,,58560.0,Vacant Land,37,RE-2 SCHOOL DIST,73901,73901,0,73901,1.2619706284153005,VACANT LAND
R0016370,100.0,,,706577,7500,0,7500,2018,4,30,Q,Y,V,,18825.0,Vacant Land,37,RE-2 SCHOOL DIST,20249,20249,0,20249,1.075644090305445,VACANT LAND
R0008465,100.0,,,701300,210450,0,210450,2017,9,29,U,Y,I,64.0,210450.0,Vacant Land,13,RE-1 SCHOOL DIST,13906,13906,0,13906,0.06607745307674032,VACANT LAND
R0005862,100.0,,,701309,25000,0,25000,2017,9,30,U,Y,V,73.0,25000.0,Vacant Land,14,RE-1 SCHOOL DIST,41034,41034,356918,397952,15.91808,VACANT LAND
R0019008,100.0,,,702079,92500,0,92500,2017,10,31,U,Y,V,17.0,92500.0,Vacant Land,39,RE-2 SCHOOL DIST,138728,138728,358943,497671,5.380227027027027,VACANT LAND
R0013295,100.0,,,741346,23079,0,23079,2021,8,3,U,Y,V,985.0,23079.0,Vacant Land,37,RE-2 SCHOOL DIST,58472,58472,0,58472,2.533558646388492,VACANT LAND
R0017260,100.0,,,741839,44000,0,44000,2021,8,17,Q,Y,V,,55440.0,Vacant Land,31,RE-2 SCHOOL DIST,63440,63440,0,63440,1.1443001443001444,VACANT LAND
R0009074,100.0,,,741880,10999,0,10999,2021,7,15,U,Y,V,17.0,10999.0,Vacant Land,13,RE-1 SCHOOL DIST,24984,24984,0,24984,2.271479225384126,VACANT LAND
R0054264,100.0,,,703473,36000,0,36000,2017,12,28,U,Y,V,73.0,39600.0,Vacant Land,19,RE-2 SCHOOL DIST,83722,83722,607292,691014,17.449848484848484,VACANT LAND
R0042961,100.0,,,704367,95000,0,95000,2018,2,2,Q,Y,V,,185250.0,Vacant Land,60,RE-2 SCHOOL DIST,185051,185051,0,185051,0.9989257759784076,VACANT LAND
R0010256,100.0,,,744438,15000,0,15000,2021,10,28,Q,Y,V,,18000.0,Vacant Land,22,RE-2 SCHOOL DIST,15921,15921,0,15921,0.8845,VACANT LAND
R0009010,100.0,,,744470,3000,0,3000,2021,10,29,U,Y,V,17.0,3000.0,Vacant Land,13,RE-1 SCHOOL DIST,21131,21131,0,21131,7.043666666666667,VACANT LAND
R0001882,100.0,,,744559,7500,0,7500,2021,6,21,Q,Y,V,989.0,10725.0,Vacant Land,10,RE-1 SCHOOL DIST,14755,14755,0,14755,1.3757575757575757,VACANT LAND
R0020200,100.0,,,744642,3500,0,3500,2021,10,14,U,Y,I,975.0,3500.0,Vacant Land,40,RE-1 SCHOOL DIST,12999,12999,3883,16882,4.823428571428572,VACANT LAND
R0018528,100.0,,,744661,35000,0,35000,2021,11,5,U,Y,V,17.0,35000.0,Vacant Land,39,RE-2 SCHOOL DIST,41821,41821,0,41821,1.1948857142857143,VACANT LAND
R0010267,100.0,,,744782,18000,0,18000,2021,11,4,Q,Y,V,,21060.0,Vacant Land,22,RE-2 SCHOOL DIST,20772,20772,0,20772,0.9863247863247864,VACANT LAND
